NBLC HIGHLIGHT,NBLC MEMBER PHOTO,NBLC Member,FILE NAME,Location,FZ Name,Zone Code,Zone Name,Market Code,Market,Market Manager ,Field Consultant Name,Store Manager,Store Type,Address ,City,State or Province,Postal Code,Country ,Open Status Code,Open Date,Close Date,Vicinity,Phone Number,CDC Code,CDC Name,Wholesale Center,DMA Code,DMA Name,Wholesale Center,Alcohol Flag,Liquor Flag,Gas Flag,Gas Brand,BCP,Store Name,Store Type,Region,FC Email
,,,,17104,"7-eleven, Inc ",71399,Patriot,2516,Hampton,Robert Laviolette,Andrew J Parks Jr,Akash Kansara,C,4611 WILLIAMSBURG RD,Richmond,VA,23231,US,O,03/01/1975,,Williamsburg Nr Laburnum,(804)222-6594,RCH,Richmond,MZ,556,Richmond,MZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Parks Jr, Andrew"
,,,,17109,"7-eleven, Inc ",71099,Appalachian,2533,West Virginia,Mike Duvall,Brenda K Geatz,Phyllis Gentry,C,100 BAKERS ST,Keyser,WV,26726,US,O,04/01/1975,,Rt 220 at Baker St,(304)788-0100,NVA,No. Virginia,MZ,511,Washington Dc-Md,MZ,Y,Y,N,,N,7-Eleven Store,Rural,EAST,"Geatz, Brenda"
,,,,17127,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Francis A Niccoli,Laura Medina,C,905 WEST NORTHERN ST,Pueblo,CO,81004,US,O,08/01/1974,,Northern St at Orman St,(719)543-7441,COL,Colorado,MW,752,Colorado Springs Co,MW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Niccoli, Francis"
,,,,17211,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Arnold R Tonner,Melissa Mcminn,C,51315 HWY 6,Glenwood Springs,CO,81601,US,O,11/01/1975,,I 70 at Ftg Rd Hwy 6,(970)945-6026,,,MW,751,Denver-Ft. Collins,MW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Tonner, Arnold"
,,,,17434,"7-eleven, Inc ",71599,Florida,1507,Daytona/Melbourne,Garrick Carter,Tammi J Warrington,Karin Hayes,C,8801 20TH ST,Vero Beach,FL,32966,US,O,02/01/1975,,Sr-60 Nr/-95,(772)562-4976,SFL,So. Florida,ME,548,W. Palm Beach,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Warrington, Tammi"
,,,,17529,"7-eleven, Inc ",71699,Lone Star,1603,Greater Austin,Ricardo Clemente,Cynthia P Bollinger,Maria Banda,C,1000 W S YOUNG DR,Killeen,TX,76543,US,O,09/01/1976,,30th at Terrace,(254)699-4373,CTX,Central Texas,SW,625,Waco-Temple-Bryan Tx,SW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Bollinger, Cynthia"
,,,,17921,"7-eleven, Inc ",71699,Lone Star,1603,Greater Austin,Ricardo Clemente,Cynthia P Bollinger,Sandra Barr,C,2701 NORTH 3RD ST,Temple,TX,76501,US,O,05/01/1976,,W Zenith at 3rd,(254)774-9195,CTX,Central Texas,SW,625,Waco-Temple-Bryan Tx,SW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Bollinger, Cynthia"
,,,,18075,"7-eleven, Inc ",71599,Florida,1552,West Florida,Kyle Darling,Patricia R Fout,Karla Gray,C,511 N. WASHINGTON BLVD,Sarasota,FL,34236,US,O,11/01/1975,,511 N Washington Blvd,(941)366-0631,LAK,Florida,ME,539,Tampa-Fl,ME,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Fout, Patricia"
,,,,18155,"7-eleven, Inc ",72399,North Pacific,2362,Oregon/E Washington,Mark Buscher,Mindy N Thornsbury,*,C,345 S FRONT ST,Central Point,OR,97502,US,O,09/01/1976,,S Front,(541)664-2211,,,NW,813,Medford,NW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Thornsbury, Mindy"
,,,,18316,"7-eleven, Inc ",71099,Appalachian,2702,Ohio,Ryan Ross,Delores Cates,James Schmidt,C,1827 MIAMI,South Bend,IN,46613,US,O,10/31/1976,,Miami at Milton,(574)232-0707,CGO,Chicago,MI,588,South Bend-Elkhart,MI,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Cates, Delores"
,,,,18324,"7-eleven, Inc ",71999,Heartland,1937,Colorado,Donald Buck,Tyson M Shelley,William Grimsley,C,801 SOUTH MAIN,Yuma,CO,80759,US,O,05/01/1976,,8th at Main,(970)848-5527,,,MW,751,Denver-Ft. Collins,MW,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,WEST,"Shelley, Tyson"
,,,,18359,"7-eleven, Inc ",71399,Patriot,2516,Hampton,Robert Laviolette,Tony R Gardner,Jessica Grigoleit,C,200 NORTH MALLORY ST,Hampton,VA,23663,US,O,04/01/1976,,701 East Mercury Blvd,(757)722-0568,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Gardner, Tony"
,,,,18424,"7-eleven, Inc ",71599,Florida,1552,West Florida,Kyle Darling,Nicole A Jarae-glaser,Shane Hall,C,18115 GULF BLVD,Redington Shores,FL,33708,US,O,03/26/1977,,Gulf Bvd Nr 182 Av,(727)397-5769,LAK,Florida,ME,539,Tampa-Fl,ME,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Jarae-glaser, Nicole"
,,,,18589,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Arnold R Tonner,Christine Thorne,C,511 AGATE AVE,Granby,CO,80446,US,O,06/01/1976,,5th at Agate,(970)887-3105,,,MW,751,Denver-Ft. Collins,MW,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,WEST,"Tonner, Arnold"
,,,,18746,"7-eleven, Inc ",71699,Lone Star,1614,Dfw South Metroplex,Paula Young,Jeff Grazetti,Philip Kuria,C,1622 HEMPHILL at ALLEN,Fort Worth,TX,76104,US,O,03/31/1977,,Hemphill at W Allen,(817)924-6261,WNP,Winnipeg Food Center,SW,623,Dallas-Ft. Worth,SW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Grazetti, Jeff"
,,,,18756,"7-eleven, Inc ",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Gary T Strong,Christopher Screen,C,1761 VIRGINIA BEACH BLVD,Virginia Beach,VA,23454,US,O,12/01/1976,,Virginia Beach at Hwy La,(757)491-2106,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Strong, Gary"
,,,,18786,"7-eleven, Inc ",72399,North Pacific,2363,Oregon,Kristen Bill,Sharon M Monsrud,Justin Williams,C,14810 SE MCLOUGHLIN BLVD,Milwaukie,OR,97267,US,O,09/04/1976,,Se Mcloughlin Blvd,(503)653-1030,PNW,Pacific Northwest,NW,820,Portland Or,NW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Monsrud, Sharon"
,,,,19015,"7-eleven, Inc ",71999,Heartland,1610,West Denver,Ariel Carballo,Wendell C Riffel,Paul Wallace,C,4096 S FEDERAL BLVD,Sheridan,CO,80110,US,O,05/24/1977,,Oxford Ave at Federal Blvd,(303)789-5306,COL,Colorado,MW,751,Denver-Ft. Collins,MW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Riffel, Wendell"
,,,,19030,"7-eleven, Inc ",71399,Patriot,2511,Norfolk,Andrew Rubin,Jonathan H Kita,Lita Ayo,C,151 WEST LITTLE CREEK,Norfolk,VA,23505,US,O,09/01/1976,,Little Crk Rd at Colonial,(757)423-4667,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Kita, Jonathan"
,,,,19169,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Francis A Niccoli,Chris Espinosa,C,926 LAKE AVE,Pueblo,CO,81004,US,O,06/03/1977,,Lake Ave at Summit Ave,(719)545-6935,COL,Colorado,MW,752,Colorado Springs Co,MW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Niccoli, Francis"
,,,,19194,"7-eleven, Inc ",71599,Florida,1554,Ft Myers,Alex Kelly Iii,Thomas Highfield,Filippo Barone,C,1240 VENICE AVE. EAST,Venice,FL,34292,US,O,04/02/1977,,E Benite Ave,(941)485-8643,LAK,Florida,ME,539,Tampa-Fl,ME,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Highfield, Thomas"
,,,,19198,"7-eleven, Inc ",72199,Greater La,2368,Central Val/Coastal Mkt,Fred Wallace,Roberta J Campbell,"7-eleven, Inc",C,1596 N PALM,Fresno,CA,93728,US,O,03/15/1979,,Palm at Mckinley,(559)264-4511,BAY,Bay Area,MP,866,Fresno-Visalia,MP,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Campbell, Roberta"
,,,,19235,"7-eleven, Inc ",72399,North Pacific,2366,Golden Gate,Robert Young,Jamaal Brown,Southland Corp.,C,2700 BAYSHORE,Daly City,CA,94014,US,O,07/30/1978,,Geneva,(415)467-6984,,,SA,807,San Francisco Ca,SA,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Brown, Jamaal"
,,,,19253,"7-eleven, Inc ",72599,Liberty,2546,Delmar Bay,Sandie Bower,John G Gatsoulas,Cheryl Patterson,C,5400 PULASKI HIGHWAY,Perryville,MD,21903,US,O,02/01/1978,,Rt 40 at Rt 222,(410)642-6770,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,N,7-Eleven,N,7-Eleven Store,Rural,EAST,"Gatsoulas, John"
,,,,19321,"7-eleven, Inc ",71399,Patriot,2515,Richmond,James Boone,Jason L Hasty,Panzi Whitlock,C,5545 GERMANNA HIGHWAY,Locust Grove,VA,22508,US,O,05/12/1978,,Route 3 at Route 20,(540)972-7739,RCH,Richmond,MZ,556,Richmond,MZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,EAST,"Hasty, Jason"
,,,,19339,"7-eleven, Inc ",72399,North Pacific,2360,North Puget Sound,Theresa Sigurjonsson,Roberta K Riley,Brad Svare,C,5040 148TH AVE NE,Redmond,WA,98052,US,O,10/01/1977,,148th Ave at 51st St,(425)885-1263,,,NW,819,Seattle-Tacoma Wa,NW,Y,N,Y,Chevron,N,Fuel Facility For 19338,Not Assigned,WEST,"Riley, Roberta"
,,,,19375,"7-eleven, Inc ",71699,Lone Star,1611,West Dfw,Michelle Cram,Patricia K Lecroy,C J Archie,C,800 FOREST RIDGE,Bedford,TX,76022,US,O,04/01/1978,,Pipeline at Forest Ridge,(817)283-8591,NTX,No. Texas,SW,623,Dallas-Ft. Worth,SW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Lecroy, Patricia"
,,,,19548,"7-eleven, Inc ",72099,South West,2111,North County,Kristy Duncan,Aaron P Gonzales,*,C,13801 MANGO DR,Del Mar,CA,92014,US,O,05/22/1980,,Mango Dr,(858)481-1445,SND,San Diego,SZ,825,San Diego Ca,SZ,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Gonzales, Aaron"
,,,,19583,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Arnold R Tonner,Ronni Granato,C,1029 GRAND AVE,Glenwood Springs,CO,81601,US,O,10/17/1977,,Grand Ave at 11th,(970)945-2062,,,MW,751,Denver-Ft. Collins,MW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Tonner, Arnold"
,,,,19585,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Francis A Niccoli,Harrison Cook,C,235 WEST 7TH,Walsenburg,CO,81089,US,O,05/15/1977,,Us Hwy 160 at Hendren Ave,(719)738-1156,,,MW,752,Colorado Springs Co,MW,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,WEST,"Niccoli, Francis"
,,,,19675,"7-eleven, Inc ",71399,Patriot,2515,Richmond,James Boone,Donald R Libbon,Sandra Madison,C,12120 HARROWGATE RD,Chester,VA,23831,US,O,01/01/1978,,Harrowgate at Hundred Rd,(804)748-0529,RCH,Richmond,NC,556,Richmond,NC,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Libbon, Donald"
,,,,19743,"7-eleven, Inc ",71099,Appalachian,2702,Ohio,Ryan Ross,Kathleen M Tomaro,Bruce Kelly,C,3054 LEAVITT RD,Lorain,OH,44052,US,O,10/01/2012,,Leavitt at Meister,(440)960-9175,PIT,Pittsburgh,MK,510,Cleveland Oh,MK,Y,Y,Y,Valero,N,7-Eleven Store,Suburban Neighborhood,EAST,"Tomaro, Kathleen"
,,,,19776,"7-eleven, Inc ",71099,Appalachian,2702,Ohio,Ryan Ross,Dawn A Poirier,Richard Fournier/fz,C,537 WOODVILLE ROAD,Toledo,OH,43605,US,O,07/31/1979,,Woodville at Nevada,(419)691-2759,DTR,Detroit,MK,547,Toledo,MK,Y,Y,N,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Poirier, Dawn"
,,,,19919,"7-eleven, Inc ",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Michael D Van Heest,Sheryl Cruden,C,610 HWY 264 & 64,Manteo,NC,27954,US,O,01/21/1978,,Rt 64,(252)473-5685,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Rural,EAST,"Van Heest, Michael"
,,,,20020,"7-eleven, Inc ",71999,Heartland,1951,St Louis,Paul Coffman,Igor Konjicija,Serena Chamberlin,C,2425 SOUTH BIG BEND BLVD,Maplewood,MO,63143,US,O,05/22/1978,,Big Bend at Fannals,(314)645-1137,,,MO,609,St. Louis,MO,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Konjicija, Igor"
,,,,20093,"7-eleven, Inc ",72499,North Atlantic,2423,New York Suffolk,Rochelle Oppedisano-ganss,Deborah A Edwards,Muhammad Ul Zaman,C,74730 MAIN ROAD,Greenport,NY,11944,US,O,10/01/1977,,Main Rd at 9th St,(631)477-2302,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Rural,EAST,"Edwards, Deborah"
,,,,20160,"7-eleven, Inc ",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Michael D Van Heest,Christina Mcknight,C,6511 CARATOKE HIGHWAY,Grandy,NC,27939,US,O,03/01/1978,,Rt 158 at Walnut Island,(252)453-3522,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,EAST,"Van Heest, Michael"
,,,,20174,"7-eleven, Inc ",72099,South West,2111,North County,Kristy Duncan,Lisa D Valenzuela,*,C,6571 EL CAJON BLVD,San Diego,CA,92115,US,O,02/03/1978,,El Cajon at Rolando,(619)287-1336,SND,San Diego,SZ,825,San Diego Ca,SZ,Y,Y,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Valenzuela, Lisa"
,,,,20200,"7-eleven, Inc ",71999,Heartland,1951,St Louis,Paul Coffman,Julie A Stevens,Kelvin Drummond,C,3695 WEST OUTER RD,Arnold,MO,63010,US,O,07/01/1978,,Elm Dr at I-55 Service Rd,(636)296-9391,,,MO,609,St. Louis,MO,Y,Y,N,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Stevens, Julie"
,,,,20465,"7-eleven, Inc ",71399,Patriot,2516,Hampton,Robert Laviolette,Steven R Ketch,Annie Caldwell,C,6546 RICHMOND RD.,Warsaw,VA,22572,US,O,07/01/1978,,Route 3 at Route 360,(804)333-4420,RCH,Richmond,MZ,556,Richmond,MZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,EAST,"Ketch, Steven"
,,,,20474,"7-eleven, Inc ",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Katherine M Maziuk,William Pogar,C,900-A S. LYNNHAVEN PKWY.,Virginia Beach,VA,23456,US,O,07/15/1978,,Lynnhaven Pkwy,(757)427-9850,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Maziuk, Katherine"
,,,,20485,"7-eleven, Inc ",71399,Patriot,2511,Norfolk,Andrew Rubin,Beverly A Lenhart,Barbara Wiggins,C,1230 REDGATE AVE,Norfolk,VA,23507,US,O,01/15/1979,,Redgate Ave,(757)625-3254,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Dense Residential,EAST,"Lenhart, Beverly"
,,,,20558,"7-eleven, Inc ",71399,Patriot,2515,Richmond,James Boone,Jason L Hasty,Lisa Brooks,C,2311 OAKLAWN BLVD,Hopewell,VA,23860,US,O,07/15/1978,,Oaklawn Nr Arlington,(804)452-0681,RCH,Richmond,NC,556,Richmond,NC,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Hasty, Jason"
,,,,20578,"7-eleven, Inc ",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Michael D Van Heest,Bonnie Collier,C,300 S. HUGHES BLVD.,Elizabeth City,NC,27909,US,O,12/01/1978,,Hughes Blvd at Church St,(252)335-2226,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Van Heest, Michael"
,,,,20638,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Francis A Niccoli,Tiffany Harris,C,804 E 4TH ST,Pueblo,CO,81001,US,O,02/01/1979,,4th Ave at Glendale,(719)543-7265,COL,Colorado,MW,752,Colorado Springs Co,MW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Niccoli, Francis"
,,,,20714,"7-eleven, Inc ",71399,Patriot,2515,Richmond,James Boone,Jason L Hasty,Monica Irons,C,15901 JEFFERSON DAVIS HWY,Colonial Heights,VA,23834,US,O,12/01/1979,,Us Rt 1 at St Rt 620,(804)524-2465,RCH,Richmond,NC,556,Richmond,NC,Y,N,N,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Hasty, Jason"
,,,,20717,"7-eleven, Inc ",71399,Patriot,2516,Hampton,Robert Laviolette,Arthur T Houston,Robin Tidwell,C,715 KECOUGHTON RD,Hampton,VA,23661,US,O,11/01/1978,,Kecoughton Rd at Cherry,(757)380-9176,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Houston, Arthur"
,,,,20996,"7-eleven, Inc ",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Michael D Van Heest,Marsha Bogues,C,3948 CARATOKE HWY,Barco,NC,27917,US,O,11/15/1979,,St Hwy 34 Nr Us Hwy 158,(252)453-2805,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,EAST,"Van Heest, Michael"
,,,,21017,"7-eleven, Inc ",71399,Patriot,2511,Norfolk,Andrew Rubin,Beverly A Lenhart,Kiana Hines,C,5200 COLLEY AVE,Norfolk,VA,23508,US,O,04/01/1979,,Colley at 52nd St,(757)423-4803,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Lenhart, Beverly"
,,,,21335,"7-eleven, Inc ",71399,Patriot,2511,Norfolk,Andrew Rubin,Donald E Heitz-stirton,Tammie Rawls,C,103 WEST MAIN ST.,Wakefield,VA,23888,US,O,05/15/1979,,Main St at Rt 460,(757)899-6166,TDW,Tidewater,NC,556,Richmond,NC,Y,N,N,,N,7-Eleven Store,Rural,EAST,"Heitz-stirton, Donald"
,,,,21344,"7-eleven, Inc ",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Todd D Washington,Cathy Hester,C,2201 S. BATTLEFIELD,Chesapeake,VA,23322,US,O,04/15/1980,,Battlefield at Hickory,(757)421-9634,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Washington, Todd"
,,,,21412,"7-eleven, Inc ",71099,Appalachian,1003,Eastern Ny,Mark Senay,Ronald J White,Aman Ansari/fz,C,3345 LAKE AVE,Rochester,NY,14612,US,O,04/01/1979,,Lake Ave at Stonewood,(585)663-5608,BUF,Buffalo,NE,538,Rochester Ny,NE,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"White, Ronald"
,,,,21420,"7-eleven, Inc ",71099,Appalachian,2702,Ohio,Ryan Ross,Dawn A Poirier,Hank Saad,C,1101 WESTERN AVE,Toledo,OH,43609,US,O,07/15/1980,,Western at Hawley,(419)255-0175,DTR,Detroit,MK,547,Toledo,MK,Y,Y,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Poirier, Dawn"
,,,,21444,"7-eleven, Inc ",71699,Lone Star,1601,South East Dallas,John Mcfadden,Tiffany M Graves,Vivek Argawal,C,"3801 TOWN EAST BLVD., N",Mesquite,TX,75150,US,O,11/30/1979,,Town East at Trade Winds,(972)279-0022,NTX,No. Texas,SW,623,Dallas-Ft. Worth,SW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Graves, Tiffany"
,,,,21482,"7-eleven, Inc ",71399,Patriot,2531,Charlottesville,Jon Mastropaolo,Cindy D Dodson,Karen Perry,C,1199 N. SEMINOLE TRAIL,Madison,VA,22727,US,O,11/30/1979,,Rt 29,(540)948-7071,RCH,Richmond,MZ,584,Charlottesville,MZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,EAST,"Dodson, Cindy"
,,,,21563,"7-eleven, Inc ",71399,Patriot,2511,Norfolk,Andrew Rubin,Beverly A Lenhart,Lisa Royce,C,230 W. OLNEY RD.,Norfolk,VA,23510,US,O,10/15/1979,,Va Beach Blvd at Olney Rd,(757)625-4745,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Dense Daytime,EAST,"Lenhart, Beverly"
,,,,21569,"7-eleven, Inc ",71699,Lone Star,1614,Dfw South Metroplex,Paula Young,Mica D Feinstein,Kathy Neville,C,1201 W. RANDOL MILL RD.,Arlington,TX,76012,US,O,10/25/1980,,Randol Mill Rd at Davis Rd,(817)274-8341,NTX,No. Texas,SW,623,Dallas-Ft. Worth,SW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Feinstein, Mica"
,,,,21612,"7-eleven, Inc ",71399,Patriot,2516,Hampton,Robert Laviolette,Kermit M Walker,Steve Ketch,C,2215 RICHMOND RD,Williamsburg,VA,23185,US,O,01/01/1980,,Rt 60 at Governor Berkley,(757)229-4861,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Walker, Kermit"
,,,,21872,"7-eleven, Inc ",71599,Florida,1507,Daytona/Melbourne,Garrick Carter,Stephen R Castonguay,Matt Casey,C,4539 W. EAU GALLE,Melbourne,FL,32934,US,O,11/01/1979,,Eau Gallie at Rhodes Blvd.,(321)259-7037,LAK,Florida,ME,534,Orlando-Daytona,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Castonguay, Stephen"
,,,,21882,"7-eleven, Inc ",71399,Patriot,2515,Richmond,James Boone,Donald R Libbon,Wonknocca Tate,C,5291 JAMES MADISON PKWY,King George,VA,22485,US,O,11/27/1986,,Us Rt 301 at State 206,(540)663-2657,RCH,Richmond,MZ,511,Washington Dc-Md,MZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,EAST,"Libbon, Donald"
,,,,21883,"7-eleven, Inc ",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Gary T Strong,Tim Wendorf,C,2220 PLEASURE HOUSE RD,Virginia Beach,VA,23455,US,O,08/01/1979,,Pleasure House Rd,(757)460-2669,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Strong, Gary"
,,,,21967,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Stephen A Brown,Jackie Ransom,C,1475 B STREET,Colorado Springs,CO,80906,US,O,10/06/1982,,B St at Lashelle Way,(719)576-2615,COL,Colorado,MW,752,Colorado Springs Co,MW,Y,N,N,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Brown, Stephen"
,,,,22018,"7-eleven, Inc ",71399,Patriot,2516,Hampton,Robert Laviolette,Randal A Wilson,Katesha Green,C,1451 BIG BETHEL RD.,Hampton,VA,23666,US,O,12/15/1979,,Big Bethel at Saunders Rd,(757)766-3003,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Wilson, Randal"
,,,,22021,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Arnold R Tonner,Sarah Pimental,C,23250 TWO RIVERS RD,Basalt,CO,81621,US,O,01/24/1984,,Hwy 82 at County Rd,(970)927-3827,,,MW,751,Denver-Ft. Collins,MW,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,WEST,"Tonner, Arnold"
,,,,22088,"7-eleven, Inc ",71999,Heartland,1604,South Colorado,Tracy Petrovic,Arnold R Tonner,Melissa Tapia,C,1329 MAIN ST,Carbondale,CO,81623,US,O,11/07/1981,,Main St at Co Hwy 133,(970)963-0423,,,MW,751,Denver-Ft. Collins,MW,Y,N,Y,7-Eleven,N,7-Eleven Store,Rural,WEST,"Tonner, Arnold"
,,,,22141,"7-eleven, Inc ",71599,Florida,1507,Daytona/Melbourne,Garrick Carter,Shawn W Nelson,Diane Fallon,C,1268 AURORA RD,Melbourne,FL,32935,US,O,06/01/1980,,Aurora at Mosswood,(321)259-7673,LAK,Florida,ME,534,Orlando-Daytona,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Nelson, Shawn"
,,,,22246,"7-eleven, Inc ",71399,Patriot,2516,Hampton,Robert Laviolette,Arthur T Houston,Lelita Pierce,C,3800 SHELL RD,Hampton,VA,23669,US,O,09/01/1981,,Lasalle at Shell,(757)723-2195,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Houston, Arthur"
,,,,22387,"7-eleven, Inc ",71699,Lone Star,1603,Greater Austin,Ricardo Clemente,Cynthia P Bollinger,Sherry Fox,C,1216 W AVE H,Temple,TX,76504,US,O,02/01/1981,,Ave H at 25th St,(254)773-3199,CTX,Central Texas,SW,625,Waco-Temple-Bryan Tx,SW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Bollinger, Cynthia"
,,,,22506,"7-eleven, Inc ",71999,Heartland,1951,St Louis,Paul Coffman,John T Kincaid,Teresa Gottman,C,12235 MCKELVEY,Maryland Heights,MO,63043,US,O,08/08/1981,,Creve Coeur at Mckelvey Rd,(314)291-6969,,,MO,609,St. Louis,MO,Y,Y,N,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Kincaid, John"
,,,,22658,"7-eleven, Inc ",71099,Appalachian,1003,Eastern Ny,Mark Senay,Tina K Kibler,Robin Gignilliat,C,430 EMPIRE BLVD,Rochester,NY,14609,US,O,02/21/1981,,Empire Blvd,(585)654-9415,BUF,Buffalo,NE,538,Rochester Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Kibler, Tina"
